,subID,sessions,sess_files,has_anat,has_func,sub_path,sub_sess_path,bids_path,bids_anat,bids_func,abide_id
24,sub-025,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033357,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033357/427119195_session_1,0,0,0,A00033357
25,sub-026,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033367,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033367/427195410_session_1,0,0,0,A00033367
26,sub-027,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033499,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033499/427111353_session_1,0,0,0,A00033499
27,sub-028,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033344,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033344/427153209_session_1,0,0,0,A00033344
28,sub-029,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033372,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033372/427182606_session_1,0,0,0,A00033372
29,sub-030,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033397,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033397/427115826_session_1,0,0,0,A00033397
30,sub-031,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033349,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033349/427118632_session_1,0,0,0,A00033349
31,sub-032,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033347,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033347/427133522_session_1,0,0,0,A00033347
32,sub-033,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033386,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033386/427159331_session_1,0,0,0,A00033386
33,sub-034,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033371,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033371/427133086_session_1,0,0,0,A00033371
34,sub-035,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033385,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033385/427187819_session_1,0,0,0,A00033385
35,sub-036,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033345,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033345/427134411_session_1,0,0,0,A00033345
36,sub-037,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033377,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033377/427150480_session_1,0,0,0,A00033377
37,sub-038,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033358,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033358/427192204_session_1,0,0,0,A00033358
38,sub-039,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033359,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033359/427133058_session_1,0,0,0,A00033359
39,sub-040,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033355,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033355/427159490_session_1,0,0,0,A00033355
40,sub-041,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033361,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033361/427158753_session_1,0,0,0,A00033361
41,sub-042,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033387,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033387/427133316_session_1,0,0,0,A00033387
42,sub-043,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033373,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033373/427126658_session_1,0,0,0,A00033373
43,sub-044,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033360,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033360/427179782_session_1,0,0,0,A00033360
44,sub-045,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033498,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033498/427132310_session_1,0,0,0,A00033498
45,sub-046,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033395,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033395/427152848_session_1,0,0,0,A00033395
46,sub-047,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033396,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033396/427176858_session_1,0,0,0,A00033396
47,sub-048,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033364,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033364/427144829_session_1,0,0,0,A00033364
48,sub-049,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033356,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033356/427145726_session_1,0,0,0,A00033356
49,sub-050,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033378,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033378/427163265_session_1,0,0,0,A00033378
50,sub-051,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033381,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033381/427194016_session_1,0,0,0,A00033381
51,sub-052,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033368,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033368/427158685_session_1,0,0,0,A00033368
52,sub-053,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033350,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033350/427171343_session_1,0,0,0,A00033350
53,sub-054,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033380,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033380/427180653_session_1,0,0,0,A00033380
54,sub-055,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033384,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033384/427206816_session_1,0,0,0,A00033384
55,sub-056,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033375,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033375/427154150_session_1,0,0,0,A00033375
56,sub-057,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033363,/gsfs0/data/aglinsai/fMRI_InData/abide/mpg/dicom/verio/mmilham/abide_28730/A00033363/427191791_session_1,0,0,0,A00033363
57,sub-058,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032259,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032259/443558212_session_1,0,0,0,A00032259
58,sub-059,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032267,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032267/443513762_session_1,0,0,0,A00032267
59,sub-060,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032275,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032275/443585817_session_1,0,0,0,A00032275
60,sub-061,1,3,1,2,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032271,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032271/443547381_session_1,0,0,0,A00032271
61,sub-062,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032260,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032260/443516881_session_1,0,0,0,A00032260
62,sub-063,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032261,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032261/443596782_session_1,0,0,0,A00032261
63,sub-064,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032269,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032269/443570170_session_1,0,0,0,A00032269
64,sub-065,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032273,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032273/443574777_session_1,0,0,0,A00032273
65,sub-066,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032283,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032283/443544030_session_1,0,0,0,A00032283
66,sub-067,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032270,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032270/443591417_session_1,0,0,0,A00032270
67,sub-068,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032280,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032280/443574333_session_1,0,0,0,A00032280
68,sub-069,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032272,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032272/443565126_session_1,0,0,0,A00032272
69,sub-070,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032262,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032262/443569591_session_1,0,0,0,A00032262
70,sub-071,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032278,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032278/443546719_session_1,0,0,0,A00032278
71,sub-072,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032281,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032281/443587251_session_1,0,0,0,A00032281
72,sub-073,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032575,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032575/443563193_session_1,0,0,0,A00032575
73,sub-074,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032276,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032276/443522511_session_1,0,0,0,A00032276
74,sub-075,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032279,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032279/443584899_session_1,0,0,0,A00032279
75,sub-076,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032263,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032263/443526119_session_1,0,0,0,A00032263
76,sub-077,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032266,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032266/443543923_session_1,0,0,0,A00032266
77,sub-078,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032274,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032274/443575466_session_1,0,0,0,A00032274
78,sub-079,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032282,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032282/443570864_session_1,0,0,0,A00032282
79,sub-080,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032576,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032576/443594355_session_1,0,0,0,A00032576
80,sub-081,1,4,1,3,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032258,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032258/443530714_session_1,0,0,0,A00032258
81,sub-082,1,3,1,2,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032265,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032265/443531239_session_1,0,0,0,A00032265
82,sub-083,1,3,1,2,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032264,/gsfs0/data/aglinsai/fMRI_InData/abide/ohsu/dicom/triotim/mmilham/abide_28730/A00032264/443595756_session_1,0,0,0,A00032264
83,sub-084,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032424,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032424/394476913_session_1,0,0,0,A00032424
84,sub-085,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032466,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032466/394492619_session_1,0,0,0,A00032466
85,sub-086,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032472,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032472/394451631_session_1,0,0,0,A00032472
86,sub-087,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033544,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033544/394426870_session_1,0,0,0,A00033544
87,sub-088,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032477,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032477/394424467_session_1,0,0,0,A00032477
88,sub-089,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033535,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033535/394429041_session_1,0,0,0,A00033535
89,sub-090,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033540,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033540/394499415_session_1,0,0,0,A00033540
90,sub-091,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032419,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032419/394504574_session_1,0,0,0,A00032419
91,sub-092,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033533,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033533/394453049_session_1,0,0,0,A00033533
92,sub-093,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032434,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032434/394476067_session_1,0,0,0,A00032434
93,sub-094,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032420,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032420/394460714_session_1,0,0,0,A00032420
94,sub-095,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032462,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032462/394422607_session_1,0,0,0,A00032462
95,sub-096,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032461,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032461/394506715_session_1,0,0,0,A00032461
96,sub-097,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032489,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032489/394493309_session_1,0,0,0,A00032489
97,sub-098,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032452,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032452/394470927_session_1,0,0,0,A00032452
